27.68,102104,3.494834
27.94,102142,3.512132
28.19,102178,3.528122
28.42,102213,3.542705
28.64,102246,3.555792
28.85,102277,3.567302
29.05,102307,3.577164
29.22,102335,3.585317
29.38,102361,3.591711
29.52,102386,3.596307
29.65,102408,3.599075
29.76,102429,3.600000
29.84,102448,3.599075
29.91,102464,3.596307
29.96,102479,3.591711
29.99,102492,3.585317
30.00,102503,3.577164
29.99,102511,3.567302
29.96,102518,3.555792
29.91,102522,3.542705
29.84,102525,3.528122
29.76,102525,3.512132
29.65,102523,3.494834
29.52,102519,3.476336
29.38,102513,3.456750
29.22,102505,3.436197
29.05,102495,3.414805
28.85,102482,3.392705
28.64,102468,3.370034
28.42,102452,3.346930
28.19,102434,3.323538
27.94,102413,3.300000
27.68,102391,3.276462
27.41,102367,3.253070
27.13,102341,3.229966
26.84,102314,3.207295
26.55,102285,3.185195
26.24,102254,3.163803
25.94,102221,3.143250
25.63,102187,3.123664
25.31,102151,3.105166
25.00,102114,3.087868
24.69,102075,3.071878
24.37,102035,3.057295
24.06,101994,3.044208
23.76,101952,3.032698
23.45,101908,3.022836
23.16,101864,3.014683
22.87,101819,3.008289
22.59,101772,3.003693
22.32,101725,3.000925
22.06,101678,3.000000
21.81,101629,3.000925
21.58,101580,3.003693
21.36,101531,3.008289
21.15,101481,3.014683
20.95,101432,3.022836
20.78,101381,3.032698
20.62,101331,3.044208
20.48,101281,3.057295
20.35,101231,3.071878
20.24,101181,3.087868
20.16,101131,3.105166
20.09,101081,3.123664
20.04,101033,3.143250
20.01,100984,3.163803
20.00,100936,3.185195
20.01,100889,3.207295
20.04,100843,3.229966
20.09,100797,3.253070
20.16,100752,3.276462
20.24,100709,3.300000
20.35,100666,3.323538
20.48,100625,3.346930
20.62,100584,3.370034
20.78,100546,3.392705
20.95,100508,3.414805
21.15,100472,3.436197
21.36,100437,3.456750
21.58,100404,3.476336
21.81,100373,3.494834
22.06,100343,3.512132
22.32,100315,3.528122
22.59,100289,3.542705
22.87,100264,3.555792
23.16,100242,3.567302
23.45,100221,3.577164
23.76,100202,3.585317
24.06,100186,3.591711
24.37,100171,3.596307
24.69,100158,3.599075
